id,text,term,polarity,from,to,category,polarity2
2136,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",,,,,ambience,positive
1039,"The decor is really blah, and not at all hip or happening.",decor,negative,4,9,,
1039,"The decor is really blah, and not at all hip or happening.",,,,,ambience,negative
3138,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.",fish tanks,positive,103,113,,
3138,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.",,,,,anecdotes/miscellaneous,neutral
3138,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.",,,,,ambience,positive
2722,You cannot go wrong at the Red Eye Grill.,,,,,anecdotes/miscellaneous,positive
1547,It appears to be the owner's first venture and it shows.,owner,negative,21,26,,
1547,It appears to be the owner's first venture and it shows.,,,,,anecdotes/miscellaneous,negative
2597,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",pizza,positive,80,85,,
2597,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",,,,,food,positive
1740,I go twice a month!,,,,,anecdotes/miscellaneous,neutral
715,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,beef,negative,16,20,,
715,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,noodle soup dishes,negative,25,43,,
715,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,menu,negative,73,77,,
715,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,,,,,food,negative
2160,They have a huge selection of different cream cheeses and all of their salads are great.,cream cheeses,positive,40,53,,
2160,They have a huge selection of different cream cheeses and all of their salads are great.,salads,positive,71,77,,
2160,They have a huge selection of different cream cheeses and all of their salads are great.,,,,,food,positive
3437,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,lobster sandwich,positive,4,20,,
3437,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,spaghetti with Scallops and Shrimp,positive,37,71,,
3437,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,,,,,food,positive
939,The food was authentic.,food,positive,4,8,,
939,The food was authentic.,,,,,food,positive
3140,The dim sum is delectable while the prices are quite easy on the wallet.,dim sum,positive,4,11,,
3140,The dim sum is delectable while the prices are quite easy on the wallet.,prices,positive,36,42,,
3140,The dim sum is delectable while the prices are quite easy on the wallet.,,,,,food,positive
3140,The dim sum is delectable while the prices are quite easy on the wallet.,,,,,price,positive
1714,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",spinach ravioli in a light oil and garlic sauce,positive,30,77,,
1714,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",dish,positive,22,26,,
1714,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",dishes,neutral,157,163,,
1714,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",,,,,food,positive
337,The worst excuse for Japanese food I've ever encountered.,Japanese food,negative,21,34,,
337,The worst excuse for Japanese food I've ever encountered.,,,,,anecdotes/miscellaneous,negative
2027,A million better places to go in the city.,,,,,anecdotes/miscellaneous,negative
595,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",,,,,anecdotes/miscellaneous,conflict
256,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,,,,,food,negative
764,I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,Chicken Teriyaki dish,negative,12,33,,
764,I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,chicken,negative,53,60,,
764,I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,,,,,food,negative
1375,I love it.,,,,,anecdotes/miscellaneous,positive
613,If you want something really different than try Jekyll and Hyde.,,,,,anecdotes/miscellaneous,positive
1329,"We had reservations at 9pm, but was not seated until 10:15pm.",reservations,negative,7,19,,
1329,"We had reservations at 9pm, but was not seated until 10:15pm.",,,,,service,negative
1329,"We had reservations at 9pm, but was not seated until 10:15pm.",,,,,anecdotes/miscellaneous,negative
3198,We had Pam's special fried fish and it was amazing.,Pam's special fried fish,positive,7,31,,
3198,We had Pam's special fried fish and it was amazing.,,,,,food,positive
623,Its located in greenewich village.,,,,,anecdotes/miscellaneous,neutral
3325,There is no excuse for such lousy service!,service,negative,34,41,,
3325,There is no excuse for such lousy service!,,,,,service,negative
294,Three strikes and this restaurant is out.,,,,,anecdotes/miscellaneous,negative
3375,We bring in a party of ten or so every week.,,,,,anecdotes/miscellaneous,neutral
3304,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,New England Chowder,positive,21,40,,
3304,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,Lobster Bisque,positive,92,106,,
3304,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,,,,,food,positive
3608,"So, a little inconsistency there but either way, both pizzas were really good.",pizzas,positive,54,60,,
3608,"So, a little inconsistency there but either way, both pizzas were really good.",,,,,food,conflict
3203,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",sushi,neutral,56,61,,
3203,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",,,,,food,positive
3203,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",,,,,price,negative
3640,We would return to this place again!,,,,,anecdotes/miscellaneous,positive
3499,Not enough wines by the glass either.,wines by the glass,negative,11,29,,
3499,Not enough wines by the glass either.,,,,,food,negative
694,I had the duck breast special on my last visit and it was incredible.,duck breast special,positive,10,29,,
694,I had the duck breast special on my last visit and it was incredible.,,,,,food,positive
831,I must say it's a little pricey for the food because it was not as spectacular as the view.,food,negative,40,44,,
831,I must say it's a little pricey for the food because it was not as spectacular as the view.,,,,,price,negative
271,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,french indian fusion,positive,20,40,,
271,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,dishes,positive,66,72,,
271,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,,,,,food,positive
2677,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.",seat,negative,20,24,,
2677,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.",bar,neutral,37,40,,
2677,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.",,,,,ambience,negative
844,No gimmicks here -- the food speaks for itself in its freshness and preparation.,food,positive,24,28,,
844,No gimmicks here -- the food speaks for itself in its freshness and preparation.,,,,,food,positive
551,"We were worried we would have trouble getting in, but somehow managed to have a short wait.",wait,positive,86,90,,
551,"We were worried we would have trouble getting in, but somehow managed to have a short wait.",,,,,anecdotes/miscellaneous,positive
551,"We were worried we would have trouble getting in, but somehow managed to have a short wait.",,,,,service,positive
3709,My wife had the fried shrimp which are huge and loved it.,fried shrimp,positive,16,28,,
3709,My wife had the fried shrimp which are huge and loved it.,,,,,food,positive
386,"Everything I had was good, and I'm a eater.",,,,,food,positive
1704,One should not go to Lucky Strike for the food.,food,negative,42,46,,
1704,One should not go to Lucky Strike for the food.,,,,,food,negative
1196,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,service,negative,4,11,,
1196,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,table,negative,112,117,,
1196,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,,,,,service,negative
3689,We could only get through an appetizer and cheese fondue.,appetizer,neutral,29,38,,
3689,We could only get through an appetizer and cheese fondue.,cheese fondue,neutral,43,56,,
3689,We could only get through an appetizer and cheese fondue.,,,,,food,neutral
3689,We could only get through an appetizer and cheese fondue.,,,,,anecdotes/miscellaneous,neutral
1379,"To me it exemplifies Soho, cute, artsy, interesting.",,,,,ambience,positive
2142,"Try everything for that matter, it is all good.",,,,,food,positive
3472,Both times we waited well over a half hour for a table (even though we had reservations).,table,negative,49,54,,
3472,Both times we waited well over a half hour for a table (even though we had reservations).,reservations,negative,75,87,,
3472,Both times we waited well over a half hour for a table (even though we had reservations).,,,,,service,negative
2372,happy to be a regular at this place and would warmly recommend it to anyone.,,,,,anecdotes/miscellaneous,positive
3561,I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.,,,,,anecdotes/miscellaneous,positive
3561,I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.,,,,,anecdotes/miscellaneous,positive
16,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",manager,positive,83,90,,
16,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",reservation,neutral,16,27,,
16,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",bar,neutral,51,54,,
16,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",wait,positive,116,120,,
16,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",,,,,service,positive
2253,Try the green curry!!!,green curry,positive,8,19,,
2253,Try the green curry!!!,,,,,food,positive
3425,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,scallops,positive,11,19,,
3425,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,appetizer,positive,26,35,,
3425,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,sauce,positive,68,73,,
3425,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,,,,,food,positive
2698,We were also seated promptly at the time of our reservation and the service was very quick and professional.,service,positive,68,75,,
2698,We were also seated promptly at the time of our reservation and the service was very quick and professional.,reservation,positive,48,59,,
2698,We were also seated promptly at the time of our reservation and the service was very quick and professional.,,,,,service,positive
2496,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",seat,positive,30,34,,
2496,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.","currys (masaman, green, red)",positive,43,71,,
2496,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",flavor,positive,84,90,,
2496,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",,,,,food,positive
2496,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",,,,,service,positive
124,The food there are sastifying.,food,positive,4,8,,
124,The food there are sastifying.,,,,,food,positive
2600,I highly recommend to anyone to give this place a try.,,,,,anecdotes/miscellaneous,positive
630,I highly recommend visiting this restaurant and having dinner and drinks!,dinner,positive,55,61,,
630,I highly recommend visiting this restaurant and having dinner and drinks!,drinks,positive,66,72,,
630,I highly recommend visiting this restaurant and having dinner and drinks!,,,,,anecdotes/miscellaneous,positive
630,I highly recommend visiting this restaurant and having dinner and drinks!,,,,,food,positive
267,The bar is very well stocked with interesting beers and well priced wines.,bar,positive,4,7,,
267,The bar is very well stocked with interesting beers and well priced wines.,beers,positive,46,51,,
267,The bar is very well stocked with interesting beers and well priced wines.,wines,positive,68,73,,
267,The bar is very well stocked with interesting beers and well priced wines.,priced,positive,61,67,,
267,The bar is very well stocked with interesting beers and well priced wines.,,,,,food,positive
1804,I agree.,,,,,anecdotes/miscellaneous,neutral
2657,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).",reservations,negative,35,47,,
2657,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).",,,,,anecdotes/miscellaneous,negative
2657,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).",,,,,service,negative
920,The food was good.,food,positive,4,8,,
920,The food was good.,,,,,food,positive
2976,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",wine selection,positive,6,20,,
2976,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",Gigondas,positive,22,30,,
2976,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",house champagne,positive,59,74,,
2976,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",price,neutral,44,49,,
2976,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",,,,,food,positive
2408,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.",music,negative,110,115,,
2408,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.",,,,,ambience,negative
2237,It just wasn't Thai.,,,,,anecdotes/miscellaneous,negative
304,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,fish,positive,53,57,,
304,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,,,,,food,positive
304,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,,,,,anecdotes/miscellaneous,positive
3225,I particularly love their yellowfun tuna and their mussel selection.,yellowfun tuna,positive,26,40,,
3225,I particularly love their yellowfun tuna and their mussel selection.,mussel selection,positive,51,67,,
3225,I particularly love their yellowfun tuna and their mussel selection.,,,,,food,positive
3154,I love to visit Murrays for my bagel fix.,bagel,positive,31,36,,
3154,I love to visit Murrays for my bagel fix.,,,,,anecdotes/miscellaneous,positive
2348,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.",scenery,positive,118,125,,
2348,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.",dinner reservations,positive,14,33,,
2348,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.",,,,,ambience,positive
2971,Recommended.,,,,,anecdotes/miscellaneous,positive
921,The place was nice and calm.,place,positive,4,9,,
921,The place was nice and calm.,,,,,ambience,positive
532,Cheese plate is a varied delight and great bargain at $10.,Cheese plate,positive,0,12,,
532,Cheese plate is a varied delight and great bargain at $10.,,,,,food,positive
532,Cheese plate is a varied delight and great bargain at $10.,,,,,price,positive
1972,I could have drank 4 glasses of water and still been parched - so watch out.,glasses of water,neutral,21,37,,
1972,I could have drank 4 glasses of water and still been parched - so watch out.,,,,,food,negative
553,"When we sat, we got great and fast service.",service,positive,35,42,,
553,"When we sat, we got great and fast service.",,,,,service,positive
1681,"Most of the servers are very attentive, friendly and quite attractive.",servers,positive,12,19,,
1681,"Most of the servers are very attentive, friendly and quite attractive.",,,,,service,positive
2586,I think locals rate this place so high.,,,,,anecdotes/miscellaneous,neutral
1734,Service is average.,Service,neutral,0,7,,
1734,Service is average.,,,,,service,neutral
2558,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual),positive,115,230,,
2558,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,specials,positive,97,105,,
2558,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,,,,,food,positive
1522,Go girls!!!,,,,,anecdotes/miscellaneous,positive
3683,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",sandwich,neutral,14,22,,
3683,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",plastic forks,neutral,39,52,,
3683,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",pita,neutral,73,77,,
3683,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",hummus platter,neutral,87,101,,
3683,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",,,,,service,negative
2715,"The steak is good, the fish is good and the sushi was surprisingly great.",steak,positive,4,9,,
2715,"The steak is good, the fish is good and the sushi was surprisingly great.",fish,positive,23,27,,
2715,"The steak is good, the fish is good and the sushi was surprisingly great.",sushi,positive,44,49,,
2715,"The steak is good, the fish is good and the sushi was surprisingly great.",,,,,food,positive
760,"For asian fusion, there are many places further downtown.",,,,,anecdotes/miscellaneous,neutral
120,Old school meets New world.,,,,,anecdotes/miscellaneous,neutral
2295,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza,positive,61,66,,
2295,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,,,,,anecdotes/miscellaneous,positive
3513,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",service,negative,4,11,,
3513,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",staff,negative,45,50,,
3513,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",,,,,service,negative
3513,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",,,,,ambience,negative
2880,This is probably one of my new favorite places.,,,,,anecdotes/miscellaneous,positive
2034,"For being number 1, this place has alot of work to do in order to truly earn its so called reputation.",,,,,anecdotes/miscellaneous,negative
3299,"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants.",,,,,anecdotes/miscellaneous,neutral
3299,"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants.",,,,,ambience,neutral
1208,The one on the east side is much better than the one on the west side.,,,,,anecdotes/miscellaneous,neutral
2148,They all know you.,,,,,service,positive
2192,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",cocktails,positive,63,72,,
2192,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",decor,positive,84,89,,
2192,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",sushi,positive,106,111,,
2192,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",,,,,food,positive
2192,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",,,,,ambience,positive
2020,We ended the dinner with a surprisingly light and flaky apple tarte tatin.,apple tarte tatin,positive,56,73,,
2020,We ended the dinner with a surprisingly light and flaky apple tarte tatin.,dinner,neutral,13,19,,
2020,We ended the dinner with a surprisingly light and flaky apple tarte tatin.,,,,,food,positive
915,The buffet had a nice selection.,buffet,positive,4,10,,
915,The buffet had a nice selection.,selection,positive,22,31,,
915,The buffet had a nice selection.,,,,,food,positive
1768,Waitstaff are very friendly.,Waitstaff,positive,0,9,,
1768,Waitstaff are very friendly.,,,,,service,positive
302,This restaurant is such a great place.,,,,,anecdotes/miscellaneous,positive
3052,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",,,,,ambience,neutral
2956,I've been several times and am totally smitten.,,,,,anecdotes/miscellaneous,positive
569,Terrible experience.,,,,,anecdotes/miscellaneous,negative
658,I love the place.,,,,,anecdotes/miscellaneous,positive
1664,Service was slow had to wait to order and get food although not crowded.,Service,negative,0,7,,
1664,Service was slow had to wait to order and get food although not crowded.,food,neutral,46,50,,
1664,Service was slow had to wait to order and get food although not crowded.,,,,,service,negative
3690,Will have to return to try the chocolate!,chocolate,positive,31,40,,
3690,Will have to return to try the chocolate!,,,,,anecdotes/miscellaneous,neutral
1274,"It's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms.",,,,,price,positive
481,There is a real gallery of stars that have visited.,,,,,ambience,neutral
2827,"The food was below average, the service was pathetic, there was no ambience at all.",food,negative,4,8,,
2827,"The food was below average, the service was pathetic, there was no ambience at all.",service,negative,32,39,,
2827,"The food was below average, the service was pathetic, there was no ambience at all.",ambience,negative,67,75,,
2827,"The food was below average, the service was pathetic, there was no ambience at all.",,,,,food,negative
2827,"The food was below average, the service was pathetic, there was no ambience at all.",,,,,service,negative
2827,"The food was below average, the service was pathetic, there was no ambience at all.",,,,,ambience,negative
1585,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,SHOWS,positive,21,26,,
1585,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,ACTORS,positive,41,47,,
1585,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,,,,,ambience,positive
2163,Our first time in New York and we had to try a New York Bagel.,New York Bagel,neutral,47,61,,
2163,Our first time in New York and we had to try a New York Bagel.,,,,,anecdotes/miscellaneous,neutral
3443,service was efficient courteous.,service,positive,0,7,,
3443,service was efficient courteous.,,,,,service,positive
2108,this one is definintely my least favorite.,,,,,anecdotes/miscellaneous,negative
3452,I have been urged by friends for months to check out the mermaid inn.,,,,,anecdotes/miscellaneous,neutral
412,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,miso soup,negative,4,13,,
412,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,fish,negative,36,40,,
412,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,flavor,negative,21,27,,
412,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,,,,,food,negative
3675,"Everytime my husband and I go there, we are never disappointed.",,,,,anecdotes/miscellaneous,positive
2154,They are the best bagels I've had.,bagels,positive,18,24,,
2154,They are the best bagels I've had.,,,,,food,positive
223,We were not disappointed.,,,,,anecdotes/miscellaneous,positive
1667,I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,ambience,neutral,105,113,,
1667,I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,food,neutral,119,123,,
1667,I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,,,,,anecdotes/miscellaneous,neutral
426,"Toons has recently been redone, so it's now a very attractive space.",space,positive,62,67,,
426,"Toons has recently been redone, so it's now a very attractive space.",,,,,ambience,positive
1964,"$160 for 2 filets, 2 sides, an appetizer and drinks.",filets,neutral,11,17,,
1964,"$160 for 2 filets, 2 sides, an appetizer and drinks.",sides,neutral,21,26,,
1964,"$160 for 2 filets, 2 sides, an appetizer and drinks.",appetizer,neutral,31,40,,
1964,"$160 for 2 filets, 2 sides, an appetizer and drinks.",drinks,neutral,45,51,,
1964,"$160 for 2 filets, 2 sides, an appetizer and drinks.",,,,,food,neutral
1964,"$160 for 2 filets, 2 sides, an appetizer and drinks.",,,,,price,neutral
3380,"While the prices are nothing special, the portions are huge.",prices,neutral,10,16,,
3380,"While the prices are nothing special, the portions are huge.",portions,positive,42,50,,
3380,"While the prices are nothing special, the portions are huge.",,,,,price,positive
3380,"While the prices are nothing special, the portions are huge.",,,,,food,positive
3185,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",location,positive,17,25,,
3185,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",meal,positive,43,47,,
3185,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",,,,,ambience,positive
3185,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",,,,,food,positive
2651,"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!",dinner,neutral,15,21,,
2651,"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!",,,,,anecdotes/miscellaneous,negative
718,"However, I think this place is a good hang out spot.",spot,positive,47,51,,
718,"However, I think this place is a good hang out spot.",,,,,ambience,positive
2848,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",menu,negative,4,8,,
2848,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",food,positive,102,106,,
2848,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",Prix Fixe,neutral,12,21,,
2848,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",,,,,price,negative
2848,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",,,,,food,positive
596,"Rao is a good restaurant, but it's nothing special.",,,,,anecdotes/miscellaneous,neutral
523,The wine list is extensive and impressive.,wine list,positive,4,13,,
523,The wine list is extensive and impressive.,,,,,food,positive
1497,We had the most wonderful waitress.,waitress,positive,26,34,,
1497,We had the most wonderful waitress.,,,,,service,positive
2861,"While the staff at this little bistro is very friendly, I have never experienced more incompetency.",staff,positive,10,15,,
2861,"While the staff at this little bistro is very friendly, I have never experienced more incompetency.",,,,,service,conflict
2697,The quail was fantastic and unique and the pastas were full of flavor.,quail,positive,4,9,,
2697,The quail was fantastic and unique and the pastas were full of flavor.,pastas,positive,43,49,,
2697,The quail was fantastic and unique and the pastas were full of flavor.,flavor,positive,63,69,,
2697,The quail was fantastic and unique and the pastas were full of flavor.,,,,,food,positive
876,"When we left at 8:00 PM, it was packed and noisy.",,,,,anecdotes/miscellaneous,neutral
876,"When we left at 8:00 PM, it was packed and noisy.",,,,,ambience,negative
248,"Okay, so I never write but there doesn't seem to fair balance of positive to negative reviews concerning Green Bo and it's time to speak up - I live in Chinatown.",,,,,anecdotes/miscellaneous,neutral
1116,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,zucchini,positive,4,12,,
1116,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,mashed potatoes,positive,17,32,,
1116,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,garlic,positive,48,54,,
1116,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,butter,positive,59,65,,
1116,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,,,,,food,positive
3001,The staff is courteous and friendly.,staff,positive,4,9,,
3001,The staff is courteous and friendly.,,,,,service,positive
1058,Never fails to please.,,,,,anecdotes/miscellaneous,positive
2067,Decor is nice though service can be spotty.,Decor,positive,0,5,,
2067,Decor is nice though service can be spotty.,service,negative,21,28,,
2067,Decor is nice though service can be spotty.,,,,,service,positive
2067,Decor is nice though service can be spotty.,,,,,ambience,positive
2491,"Aside from the rushed service, we were very impressed with the food and the drinks.",service,negative,22,29,,
2491,"Aside from the rushed service, we were very impressed with the food and the drinks.",food,positive,63,67,,
2491,"Aside from the rushed service, we were very impressed with the food and the drinks.",drinks,positive,76,82,,
2491,"Aside from the rushed service, we were very impressed with the food and the drinks.",,,,,food,positive
2491,"Aside from the rushed service, we were very impressed with the food and the drinks.",,,,,service,negative
2703,Will absolutely visit again.,,,,,anecdotes/miscellaneous,positive
1045,Make sure you have the Spicy Scallop roll.. .,Spicy Scallop roll,positive,23,41,,
1045,Make sure you have the Spicy Scallop roll.. .,,,,,food,positive
2895,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,Indian dining experience,positive,72,96,,
2895,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,,,,,anecdotes/miscellaneous,positive
2895,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,,,,,price,positive
2895,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,,,,,food,positive
59,And even with it's Pub atmosphere they were great to my kids too!,Pub atmosphere,conflict,19,33,,
59,And even with it's Pub atmosphere they were great to my kids too!,,,,,ambience,conflict
1650,This big draw is the all you can sushi here for $19.95!,sushi,positive,33,38,,
1650,This big draw is the all you can sushi here for $19.95!,,,,,price,positive
1432,I consider the best Grand Sichuan restaurant in NYC.,,,,,anecdotes/miscellaneous,positive
1527,we spent 50 $$ definetly will come back with my friends!!!,,,,,anecdotes/miscellaneous,positive
1527,we spent 50 $$ definetly will come back with my friends!!!,,,,,price,positive
